"COMPETITOR NAMES, as at 6:19AM on Sunday 7th"
DAY 1: Friday 6th March 2026
Race,Time,Event #,Event Type,Round,Division,Names
53 (A),11:47,16,G U18 2-,heat,1,"Katie Chamberlain, Hinemoa Haak, Charlie Wright, Emily Riley, Sophie Sayer, Keeley Bannister, Charlie Fitzgerald, Imogen Hille, Imogen Wallis, Jessica Walkinshaw, Lily Johnson, Eva McGivern, Victoria Melville, Lucy Turnbull, Xanthe Jensen, Eloise Meijer"
54 (B),11:51,16,G U18 2-,heat,2,"Amy Bryant, Kate Slyfield, Sophie Priscott, Lila Kirke, Gabriella Saunders, Mia Barr, Zara Bosch, Charlotte Mawston, Ottalie Morrah, Eva van der Zouwe, Mia Breen, Emily Hammond, Jordan Vosper, Faye Yao"
55 (C),11:55,17,B U16 4+,heat,1,"Oliver McManus, Nixon Vaughan, Max Bowden, Sam Chapman, Lochlin Higginson, Reilley Peneche, Vinnie Tinholt, Rishi Jamnadas, George Flatt, Liberty Flower, James Lerwill, Henry Ellwood, Ethan Ward, Tommy Sutherland, Hugh McConnell, Nicholas Bates, Alexander Mitchell, Zaheer Kalaam, Mitchell Barton, Michael Jurgensen, Oscar Eriksen, Benson Edwards, James Yeoman, Patrick Sandlant, Sammie Richardson, Caleb Goad, Patrick McGhie, Harvey Greenstreet, Noah Stoddard, Hugo Friis, Charles Duncan, Maxwell Yu, Arvin Rafiee, Daniel Walkinshaw, Viraaj Chhiba, Max Erueti-Charters, Elijah Rudsits, Tom Tracy, Piet Dainty, Henry Ryan, Julian Cardinal, Jonty Putwain, James Ramsay, Hamish Cochrane, Dylan Penny"
56 (D),11:59,17,B U16 4+,heat,2,"Alex Batchelor, Oscar Wybourne, Richard Storey, Liam Lonsdale, Eva Millar, Joshua West, Jake Bongard, Riley Coles, Thomas Naude, David Cameron-Bevan, Van Healy, George Gilbertson, Toby Dixon, Ben Fredericksen, Angus Wilson, Liam Bethell, Timothy Walker, Jack Liggins, James Walsh, Harry Wilcox, Oliver Wells, Fletcher Blewman, Isaac Penny, Oliver Goldfinch, Jayden Wooller, Beau Dowling, Lucas Toemen, Lucas Zhang, Halan Rhynd, Matthew Self, Henry Robinson, Toby Brook, Jude Rumball-Smith, Loki Sparksman, Noam Phillips, Hugo Colgan, Tommy Schluter, Valentine Croon, Marco Horton, Ayden Miller, Campbell Thorne, Joaquin Tulimanu, Benedict Clark, Koni Taukolo, Dhruv Natalia"
57 (E),12:03,17,B U16 4+,heat,3,"Kiran de Almeida, Lachlan McLellan, Kaydin Shutes, Henry Gibson, Okitha Pandigama, Ned Thursby, James Small, Torsten Jones, Henry Valsenti, William Familton, Porter Barkle, Conrad House, Harry Steel, Harley Evans, Ryder Greaves, Matthew Hanley, Zachary Horton, Hugh Friedericksen, Solomon Jacob, Monty Simpkins, Levi Swanepoel, Charlie Devane, Anthony Jones, Kupa Gardner, Willem Gilbertson-Small, Caleb Jaensch, Arlo Brathwaite, Tuputau Setoga-Tuala, Max Thorpe, Walter Briggs, Isaac Hallam, Ezra Faulkner, Devon Allott, Max Taylor, Wil Steer, Charlie Coster, William Fraser, Liam Reinecke, Rafe France, Gaurang Kulkarni, Maximillian Kelly, Raff Colucci, Taimana Lloyd, James Briant, Isaac Ng"
58 (F),12:07,18,G U16 8+,heat,1,"Annelise Barfoot, Scarlett Reader, Mia Peng, Olivia Peng, Juliet Wicks, Calliope Levett-McSkimming, Charlotte Vincent, Sophie Andrew, Sophie Simpson, Zainab Khan, Mia Yen, Amilija Perich, Harriet Houldsworth, Kionasina Bradbeer, Isla Bateman, Chance Flux Ton, Bijou Akel, Beatrix Blackburn, Matilda Stevens, Aimee Bonifant, Laila Upton, Lucy Kavanagh, Lily Melville, Isobel Robinson, Sienna Gates, Sanna Nunns, Sofia Borrero-Gonzalez, Mia Bailey, Jessica Costello, Elandra Shewan, Kenzie Holden, Lola Aiuta, Julia Wolski, Jazz Sutherland, Holly O'Connell, Rosie Stones, Charlotte Johnstone, Isla Anderson, Hayley Henwood, Caitlin Furlonger, Mary Sinclair, Sofia King, Ava Hammonds, Stella Rayner, Katherine Phillips, Mikayla Burvill-Brown, Sienna Ryan, Beatrix Richardson, Mackenzie Hulse, Mischa Selak, Olivia Warr, Lucia Hoggard, Lily Green, Maddi Lean"
59 (G),12:11,18,G U16 8+,heat,2,"Milla Reid, Ruby Dowling, Harlow Stapleton, Hettie MacLean, Kaia Burney, Evelyn Hawke, Emma Hellberg, Paige van Dijk, Olivia Shefferd, Ebony Singleton, Kaitlyn Sonntag, Sothea Steed, Olivia Shailer, April McGivern, Jade Davies, Callie Gardner, Ruby McGivern, Samy Luckie, Laura Barton, Lily Hayward, Ruby Murray, Zara Hargreaves, Eve Wansbrough, Elizabeth Robson, Charlotte Verry, Camryn Brownlee, Amelia Settle, Amelia MacKenzie, Sofia Glass, Isabel Berry, Vittoria Broadhurst, Lucia Bartle, Isabella Turner, Mika James, Elizabeth Hawksbee, Florence Struthers, Lucy Ball, Ashleigh Blake, Heidi Kampenhout, Stella Hohneck, Molly Scott, Meg Cannon, Amelia Brown, Elsie Fenwick, Harry Lorentsson, Poppy Gentil, Vittoria Haworth, Anoushka Haworth, Jenna Robinson, Ava Clarke, Hazel Sargent, Millie Skilton, Emilia Hughes, Sage Launder-Upton"
60 (H),12:16,19,B N18 8+,heat,1,"Joseph Rodger, Beck Webb, John Hui, Kingston Nimo, James McGrath, Michael Kennedy, Charlie Prentice, Caleb Powell, Lachlan Norris, Benny Baigent, Robert Yang, Paras Sehrawat, Reece Noble, Ahmed Aly, Hadi Xiehe, Niello Sonnendecker, Jack Farmer, Kobie Hunt, Jayden Antrobus, Sam Ryan, Ayden Mabey, Tasman Struthers, Caleb Shapcott, Christopher Edgar, Caleb Wright, Frank Austin, Marcus Coatsworth, Finn O'Brien, Max Maher, Harry Fraser, Thomas Hunt, Jack Brandts-Giesen, Will Vaughan, Jack Peters, Braeden Barden, Ryan Slater, Wade Hornell, Hendrix McGowan, Luca Marie, Carter Turner-Ballantyne, Jonathan Smith, Stanley Foote, Kian Sonnendecker, Liam van Heuven, Seath Fourie, Riley Gardner, Roman Hanif, Arthur White, Niko Huljich, Mason Bryant, Fili Setima Autagavaia, William Collins, McQuade Ingram, Beau Zonneveld, Joel Harvey, Joseph Rutene, Marcus Luckie, Stone Li, Eli Ah Ping, Joseph Langley, Benson Watt, Liam Coutts, Dash Bentley, Ryan Jing Cheng Zhao, Hugo Smith, Toby Bedford, Shiran Li, Encheng Liu, Aiqi Lu, Joshua Beguely, Dongcheng Liu, James Hochwimmer, Kees Garvie, Caiden Sloane, Mason Garvie, Charles Smith, Tomislav Marinkovich, Finnigan Olsen, Luke Gardner, Antoine Lorilleux, Alexandre Abenoja"
61 (I),12:21,20,G N18 2X,heat,1,"Sophie Rogers, Emma Du, Inge Pretorius, Maia Mills, Abby Westraat, Chloe Waitai, Hazel Laurence, Lucy Porter, Casey Paki, Jade Paki, Lily Downey, Georgia Faville, Leah Rahmfeld, Allegra Smith, Olivia Reid, Lacey Graham, Isobel Grace, Isabella Lee MacArthur"
62 (J),12:26,20,G N18 2X,heat,2,"Eleanor Millyard, Ana Radu-Garrett, Jada Burgess, Ava Willats, Samona Pfister, Grace Valder, Lydia Helms, Ruby Murdoch, Marlize van Rooyen, Rachel Stapp, Ella Taylor, Honor Hood, Charlotte Filer, Jessie Springford, Pippa Crowther, Meja Mason"
63 (K),12:31,20,G N18 2X,heat,3,"Rio Malcom Scott, Isabel Mckenzie, Kaitlynn du Plooy, Yanke Oosthuizen, Merryn Gibson, Lihane Brink, Zoe Scott, Ellie Smith, Kate Muller, Gabrielle Robinson, Lily Challenor, Mae Armstrong, Janie McGregor, Vida Carney-McKnight, Abigail Glasgow, Katherine Wickham, Elizabeth Galbraith, Sammie Hutchins"
64 (L),12:36,20,G N18 2X,heat,4,"Milly Vivian, Ava Overton, Angel-Marie Pearce, Lena Harris, Saffron Spiller, Maya Denton, Mabel Eilering, Erin Kervell, Mauri Crompton, Annika Willumsen, Peyton Brown, Sarah Hansen, Mila Jenks, Alexia Hankey, Isla Blair, Mikayla Cantley, Emma Gosse-Ward, Stacey Samuel"
65 (M),12:40,21,B U17 2X,heat,1,"Mate Toshach, Lee Hewson, Jeremy Bryant, Curtis Wylie, Sebastian Wallace, Jack Dickie, Oliver Kohlhase, Noah Prendergast, Joseph Dudson, Nicky Maxim, Felix de Groot, Karlon Johnson, Michael Sadler, Tobias Werahiko, Jayden Pinkerton, Oliver Dixon-Saunders"
66 (N),12:44,21,B U17 2X,heat,2,"Daniel Wu, Olaf Hanson, Daniel Pickering, Gus Sinclair, Oliver Service, Edouard de Cannart, Mitchell McJorrow, James Hayes, Tom Gilbertson, Ritchie Williams, Adam Albert-May, Sam Knapton, Christopher Snyman, Carter Hood, Axel Wright, Zac Hinds, Garrison Buksh, Blake Smith-Hall"
67 (O),12:48,21,B U17 2X,heat,3,"Wiremu Ruru, Tom Mogg, Connor Riley, Max Willats, Alfie Picker, Daniel Horner, Alfie Picker, Axel Wright, Benjamin Harper, Quinn McLean-Bluck, Zach Bidwell, Nico Febery, Fraser Hart, Tom Ward, Cole Brownlee, William Bowmar, Lennox Lloyd, Josh Martin, Tayne Mael, Jesse Read"
68 (P),12:52,21,B U17 2X,heat,4,"Tyler Graham, Ayden Atkinson, Corbin Martin, Enzo Nola, James McBride, Sam Randle, Charlie O'Rourke, Aidan Rook, Mitchell Smith, Johnathin Smit, Corin Brown, Will Kale, John An, Jim Simpson, Kees Tamboer, Luca Cartwright, Zac Fitness, Dehan Otto"
69 (Q),12:56,21,B U17 2X,heat,5,"James Legallais, Andrew Xin, Samuel Wilson, Toby Whytock, Jackson Lucas, Jack Murphy, Jamie Locke, Nico McComb, River Somerton, Blake Bramwell, Christian Tipi, Patrick Nelis, Alex Jonkers, Ronan Macpherson, Aidan Taylor, William Taylor, Lukas Tafto, Mattias Tafto"
70 (R),13:00,22,G U17 1X,heat,1,"Nieve Sami, Heidi Gundersen, Emily Pengelly, Dovey Mabey, Zara Blackie, Stella Bradley, Jasmine Sieber, Becky Roy, Pippa Muir"
71 (S),13:04,22,G U17 1X,heat,2,"Octavia Snelling, Phoebe Banks, Phoebe McArthur, Tayler Gibbs, Lily Cameron, Maddi Stinson, Lily Camp, Elissa Strohmeier, Kate Stables"
72 (T),13:08,22,G U17 1X,heat,3,"Ashlee Walden, Rebecca Klatt, Zoe Plowman, Ella Rogers, Emily Mogg, Beatrix Baird-Smith, Milla Best, Jaemay Tan, Luanye Blignaut"
73 (U),13:12,22,G U17 1X,heat,4,"Ruby Jefferson, Kameron Price, Kaitlyn Ross, Sophie Harrison, Alma Steinfeld, Maiara Moimoi, Beth Dingle, Ruby Stonex, Halena Haggie"
74 (V),13:16,22,G U17 1X,heat,5,"Hannah Penty, Charlie Wright, Mya Carrington, Elizabeth Keddell, Lily Hammond, Tallulah Kubaisi-Gallagher, Dasha King, Charlotte Eickhoff"
75 (W),13:21,23,G U15 8X+,heat,1,"Olive Jones, Georgia James, Hana Harvie, Sadie Frank, Colbie Stott, Ashlyn Kelly, Jessica Teague, Charlotte Turton, Stella Payne, Savannah Bull, Catherine Butt, Ruby Paine, Addison Lundy, Maggie Shaw, Millie Martin, Liv Pardoe, Holly Calcinai, Katie McKean, Annabel Ramsden, Sabia Hurley, Nahana Crabb, Irene Zhang, Asta Norman, Harriet Dreyer, Grace Sherrit, Ottilie Seligman, Daisy Whisker, Isla Barrett, Grace Cagney Potts, Florence Beauchamp, Tassi Grenfell, Chloe Moseley, Elsi Carryer, Mackenzie Wagon, Amelia Moy, Hannah Skelton, Rosie Reynolds, Livvy Crosby, Sienna Anderson, Elsie Sharpe, Sarbia Gardner, Blanca Ebbett, Niamh Loveridge, Olive Hunter, Olivia Allsopp-Smith, Ellie Burke, Sofia Olsen, Portia Finnigan, Matilda Mallinder Brown, Adia Shirley, Andrea Moore, Zoe Malo, Claudia Jacob, Alice Davy"
76 (X),13:26,23,G U15 8X+,heat,2,"Alexa Nathan, Rosa Ranchhod, Madison Hoon, Zoe Heatley, MacKenzie George, Isabella Bishop, Alice Wilson, Zoe Ching, Lucy Camp, Esme Thompson, Olivia Keen, Harriet Cox, Mia Kapernick, Alexandra McKeown, Carys Phillips, Zara Delahunty, Hannah Monasands, Mia Geenty, Madeline Thomas, Mia Peng, Lena Xie, Briar Jacobson, Isabel Mahon, Evie Doell, Alexis Cameron, Neve Dunphy, Freida Coote, Grace Li, Olivia Liu, Maia Gentil, Amber Man, Farrah Palmer, Rosa Hawkins, Elsa Taylor, Zoe McKenzie, Ava Fredericks, Juliet Bertram, Ellemae Bennett, Phoebe Almond-Bryant, Aiveen Burrough, Amelia McLaughlin, Annabel MacDonald, Ruby Wrathall, Stella Hapuku, Monique Ellice, Jodi Potter, Aleeyah Ngawaka, Bella Richardson, Ella Reader, Neeva Drury, Bella Leatherland, Chloe Bryce-Borthwick, Arai Gardiner, Jessica Allen"
77 (Y),13:31,24,B U15 8+,heat,1,"Finn Marshall, Caius Reid, Max Colley, Immanuel Malo, Ollie Bonifant, Albie Robertson, Leo Smith, Oliver Williamson, Sam Rowse, Finn Lewis, Curtis Allan, Millen Blijlevens, Levi Butler, Jasper Gao, Stensen Wang, Liam Reinecke, William Fraser, Gus Swanton, Wolfe Bayvel, Emlyn Bridges, Luca Paoli, Nicholas Fail, Maximilian Reynolds, Cooper Phillips, Magnus Ross, Philip Petrovski, Benji Peters, Alfie Ferguson, Connor Ruane, Cameron Brown, Elliott Bray, Max Gough, Te-Moana-Nui-A-Kiwa Setoga, Moses Collis, Tom Gaskell, Jai Sharma, Jack Stephens, Marc Hocken, Warner King, Markos Huljich, Kalani Finau, Harry Beggs, William Collins, McQuade Ingram, Remy Parore, Theo Bird, Jack Gellatly, James Drew, Connor Kerr, Harlan Gruebner, Zackary Barnes, Daniel Warner, Hadley Woolner, Korbin Benbow, Fiachra Kelly, Hendrix McGowan, Luca Marie, Kade Calland, Sol Barshai-Sherrock, Stanley Foote, Kian Sonnendecker, Liam van Heuven, Logan Ollington, Samuel Grover, Henry Brown, George Taucher, Tom Squires, Samuel Lin, Gennaro Kalaniuvalu Fotofili, Levi Alexander, Sam Lock, Steven Lu"
78 (Z),13:35,25,B U18 4+,heat,1,"Oscar Akel, Guy Smith, Jasper Hunter, Zachary Chu, Daniel Taylor, Jack Hannah, Liam Kaye, Kazuki Bowcock, Oscar Verry, Lincoln Johnson, Zach Peebles, Freddie Simons, Monty Neubert, Benjamin Rickard, Harry Gardner, Quinn Oliver-Porter, Noah Geelen De Kabath, Samuel Bird, Donovan Pivac, Harry Frankham, Hudson Rillstone, Rory Bourke, Ben McNae, Nicholas Bourne, Tory Arnold, Cooper Watt, Sam Overdevest, Kenai Toni, Nathan Moore, Benjamin Cattle, Henry Couper, Isaac Ng, Hunter Clapham, Alexander Dinkel, Max Hindmarsh"
79 (A),13:39,25,B U18 4+,heat,2,"Will Clapcott, Jayden Ward, Runping Bai, Elfie Piper, Chase McIntyre, Ben Worrall, Maxim Lisnichenko, Joshua Thorp, Alexander Worth, Yen-Cheng Lee, Sammy Taylor, Charlie Field, Josh Haskell, Marcus Macleod, Ayden Miller, Rico Bermingham, Harrison Jones, Alby Edwards, Jago Cleghorn, Boston Quiding, Anthony Jacobsen, Hunter Whitten, James Neilson, Joshua Murphy, Johnny Gilmore, Jason Lee, Joseph Dillon, Thomas Goodfellow, Theo Conley, Viraaj Chhiba"
80 (B),13:43,26,G U18 4+,heat,1,"Sophia Maude, Maddie Craig, Tara Barns, Holly Christiansen, Chase Templeman, Thea Mace, Jorjia Field, Eva McGivern, Lily Johnson, Zara Morris, Alexandra Hull, Victoria Melville, Amy Bryant, Kate Slyfield, Kiri Ormsby, Ruby Horner, Alex Dreyer, Eva van der Zouwe, Ottalie Morrah, Alex Pedley, Gretel Ward, Millie Bower, Esther Meachen, Hannah Boyes, Alice Willoughby, Gabriella Saunders, Phoebe Wall, Mia Barr, Sylvie Lucas, Lucy Bell"
81 (C),13:47,26,G U18 4+,heat,2,"Mele-'Ofa Isileli-Fo'Ou, Katie Chamberlain, Hinemoa Haak, Alexis Moody, Owain Brett-Chinnery, Alexi Buchanan, Matta Daniel, Scout Loten, Keava Burrough, Katherine Phillips, Alaska Humphrey, Sophie Duncan, Elizabeth Adrole, Emma Bullock, Angus McConnell, Megan Day, Emily Hammond, Jessica Walkinshaw, Imogen Wallis, Emma Owen, Lucy Britten, Annabel Webber, Zara Bosch, Charlotte Mawston, Lyla Carrancho, Ruby Smith, Elle Tangata-Toa, Abby O'Connell, Juliet Neutze, Pieta Cumming"
82 (D),13:51,27,G U16 4X+,heat,1,"Piper Towns, Calliope Levett-McSkimming, Scarlett Reader, Olivia Peng, Linaya Karunatillake, Holly Greenaway, Avah Williams, Willow Pokaia, Mercedes Clement, Savanah Hall, Sofia King, Ruby Murray, Laura Barton, Lily Hayward, Amelia Settle, Millie Green, Michelle Armer, Inge Pretorius, Maia Mills, Atawhai Mills, Sanna Nunns, Sienna Gates, Lily Melville, Isobel Robinson, Sofia Borrero-Gonzalez, Farrah Grice-Douglas, Isabel Peacocke, Sofia Cagney Potts, Skye Grice-Douglas, Ollie Moy, Greer Sandford, Freya Marr-John, Olivia Ward, Annabel Shaw, Billy Chesby, Lilly Kerr, Mia Bailey, Lola Aiuta, Holly O'Connell, Rosie Stones, Maggie Elmiger, Lauren Lamb, Lily McAree, Niamh Watson, Emily Riley"
83 (E),13:55,27,G U16 4X+,heat,2,"Lexie Thompson, Lily Challenor, Jasmin Wong, Charlotte Alexander, Harvey Williams, Olivia von Dadelszen, Anahera Johnson, Sienna Cohen, Ruby Fitzgerald, Abigail Lendrum, Sarah Poborowska, Annabelle Martin, Wilha Grant, Rose Kennedy, Mia Haimona-Kay, Cerys Robertson, Ella-Rose Conder, Mila Williams, Georgia Opie, Libby Hoban, Miller Ashley, Isabel Berry, Maebh Loveridge, Pippa Forman, Florence Struthers, Maddie Dennis-Wolf, Chelsea Smart, Reyd Fannin, Georgina Wilson, Carys Brown, Scarlett Fuge, Lucy Santure, Charlie Twigg, Lucy Blair, Koko Jackson"
84 (F),13:59,27,G U16 4X+,heat,3,"Danielle de Villiers, Sacha Worthington, Natalyah Atoaga, Anahita Aghababaei, Rhys Henwood, Honor Bourke, Hannah Revell, Carmela Arreseigor, Taylor Boyd, Tyler Dalton, Chiara Masey, Holly Savage, Zoe O'Neill, Brooke Nelson, Imogen Munns, Molly Dennis, Camryn Collinson, Tiia Cooke, Sophia Candy, Sophie Paton, Millie Richardson, Bailey Barnett, Sophia Su'a, Dulcie-Jean Paikea, Morgan Wood, Milla Reid, Kaia Burney, Evelyn Hawke, Paige van Dijk, Olivia Shefferd, Jenna Robinson, Hazel Sargent, Millie Skilton, Emilia Hughes, Sage Launder-Upton, Mikayla Burvill-Brown, Beatrix Richardson, Mischa Selak, Sienna Ryan, Maddi Lean"
85 (G),14:03,27,G U16 4X+,heat,4,"Phoebe Hawkes, Leah Rahmfeld, Allegra Smith, Zara Travers, Beatrix Day, Alice Mazur, Ellie Palmer, Kate Lane, Niamh Barr, Matilda Pinner, Poppy Gentil, Vittoria Haworth, Anoushka Haworth, Megan Chen, Zoe Baker, Ruby Dowling, Hettie MacLean, Harlow Stapleton, Emma Hellberg, Sophie Edhouse, Lucia Bartle, Emily Dick, Vittoria Broadhurst, Sofia Glass, Amelia Self, Jazz Sutherland, Elandra Shewan, Jessica Costello, Julia Wolski, Sarah Williams, Mila Jenks, Arabella Douglas, Alexia Hankey, Coco Butler, Micayla Lin, Isla Sorensen, Anita Goonan, Tilda Moore, Anna Dixon, Yasmin Burgess"
86 (H),14:07,27,G U16 4X+,heat,5,"Rio Malcom Scott, Alice Varey, Malia Cousins, Ella Papworth, Isabel Mckenzie, Lucia Hoggard, Mackenzie Hulse, Olivia Warr, Lily Green, Ellie Villars, Lucca Taylor, Katelin MacKay, Emma Smith, Danielle Dryden, Bailey Wong, Marin Sapir, Elsie Fenwick, Meg Cannon, Molly Scott, Jade Noonan, Lucy Gray, Romy Law, Matilda Stevens, Hannah Cooper, Olivia Sexton-Leko, Ciana Cooper, Lihane Brink, Sophie Barnett, Cassidy Taylor, Tori Wraight, Lucie Klein, Alek Rigby, Katie Conroy, Ava Probst, Stella Bradley"
87 (I),14:11,28,B U16 2X,heat,1,"Harper Faire-Barlow, Rico Ivamy, Quinn Bradley, Josiah Fuiava, Ben Roberton, Henry Vincent, Hayden Grant, Kohl van den Anker, Caleb Vincent, Linus Ingram, Shiloh Ngapo-Sage, Tommy van Jaarsveld, Elliot Turquier, Samuel Sapsford, Petar Sigurnjak, Cooper Cummins, Garrison Buksh, Liam Ashford"
88 (J),14:15,28,B U16 2X,heat,2,"Dehan Otto, Ben Russell, James Jordan, Dylan Brangwynne, Jak Mitchell, Cohen Taaffe, Devon Allott, Nat Dingle, Caleb Brown, Nick Fahey, Logan McBride, Eli Thompson, Alex Batchelor, Oscar Wybourne, Charlie Cropper, Noah Layton, Sam Carter, Jan Trupke"
89 (K),14:19,28,B U16 2X,heat,3,"Harrisen Eustace, William Griffin, Toby Dixon, Ben Fredericksen, Ben Young, Luke Hollingsworth, Harrison Stewart-Lowe, Lukah Smithson, Liam Martin, Blair Paterson, Hunter Waites, Oliver Marr, Alexandre Abenoja, Xander Breslin, Marco Horton, Jack Pitkin"
90 (L),14:23,28,B U16 2X,heat,4,"George Lieshout, Aidan Tod, Guy Manson, Joe Taylor, James Ramsay, Hamish Cochrane, Luke Guest, Jake Mennie, Kale Ganley, Ashton Russell, Reuben Andrews, Costin Eley, Hohepa Henry, Luka Fife, Taimana Lloyd, James Briant, Henry Valsenti, Henry Ellwood"
91 (M),14:27,29,G U18 1X,heat,1,"Rosa Griffiths, Mia Breen, Jemma Lorch-Church, Keana MacCallum, Ayla Klein, Una Nieuwoudt, Sylvie Lucas"
92 (N),14:31,29,G U18 1X,heat,2,"Aria Wallwork, Anna Barradell, Paige Tevita-Williams, Keeley Bannister, Ruby Parton, Grace McKenna"
93 (O),14:35,29,G U18 1X,heat,3,"Emily Swain, Charlotte Murray, Tilly Wilde, Adah Williams, Frances Ogilvie, Lucy Cottier, Olivia Long, Kayla Billings"
94 (P),14:39,29,G U18 1X,heat,4,"Charlotte Thomson, Becky Roy, Lily Gundesen, Matta Daniel, Charlotte Mawston, Sophie Sayer, Paula Lecic Bonnichsen, Anastasia Graham"
95 (Q),14:43,29,G U18 1X,heat,5,"Emilia Dumbill, Annika Willumsen, Amy Akehurst, Isabel Diggle, Clare Ruston, Zara Magasiva, Grace Kenny, Alara Thomson"
96 (R),14:47,30,B U18 1X,heat,1,"Charlie Tallon, George Wells, Carlos Bramwell, Ted Rattray, George Benjamin, Felix de Groot, Achilles Paikea, Marek Smutek"
97 (S),14:51,30,B U18 1X,heat,2,"Quin Vivian, Ollie Wiig, Hamish Perry, Angus Denize, Tyler Nelson, Matthijs van De Kuilen, Christian Tipi, Matthew Carroll, Nino Bain"
98 (T),14:55,30,B U18 1X,heat,3,"Flynn Wheeler, Paul Wilson, Kees Tamboer, Tyler Tretheway, Brody Leicester, Blake Smith-Hall"
99 (U),14:59,30,B U18 1X,heat,4,"Ashton Bell, Patrick Nelis, Wesley Stark, Johnny Butler, Merleau Moons, Ashton Clark, Conor Rook, Danny Robert, Jordan Hallett"
100 (V),15:03,30,B U18 1X,heat,5,"Hamish Brown, Jack Fuller, Zach Bidwell, Donacha Aitcheson, Cameron Churchill, Caleb Ensil, Daniel Horner, James Nicholson, Egor Ochagov"
101 (W),15:07,30,B U18 1X,heat,6,"Hamish Mora, Felix Hollister, Hunter Coleman, Arthur Crimmins, Harrison White, Josh Ede, Nico Febery, Kazuki Bowcock"
102 (X),15:12,31,G U15 2X,heat,1,"Sadie McLauchlan, Jessica Brown, Angel-Marie Pearce, Gabriella Maling, Elsa Taylor, Rosa Hawkins, Zoe Mallett, Daisy Brinsden, Ella-Rose Conder, Mila Williams, Octavia Burns, Grace Wright, Kaitlynn du Plooy, Yanke Oosthuizen, Sienna Kilburn, Quinn Robinson"
103 (Y),15:17,31,G U15 2X,heat,2,"Isla Thompson, Amelia Irwin, Zoe Scott, Ellie Smith, Catherine Butt, Maggie Shaw, Marlize van Rooyen, Rachel Stapp, Mackenzie Wagon, Elsi Carryer, Farrah Palmer, Zoe McKenzie, Billie McAsey, Jessica Taylor, Livvy Fitzgerald, Evie Dumbleton, Ellie Tucker, Indi Ross"
104 (Z),15:22,31,G U15 2X,heat,3,"Macy Waterhouse, Pippa Goodin, Milly Vivian, Ava Overton, Andrea Moore, Isobel Grace, Chloe Moseley, Amelia Moy, Sammie Hutchins, Lusia Smith, Kayla Peters, Tiffany Robinson"
105 (A),15:27,32,B U15 4X+,heat,1,"Henry Wallingford, Arthur McCarthy, Eli Falconer, George Gilbertson, George Belton, Joshua McJorrow, Quentin Kaussen, Tom Kirton, Luca Sorsa, Hristo Hayes, Wilson Slavic, Vaughn Stanton, Levi Dowty, Boe Leach, Miller Stratford, Sam Feather, Callum Dedding, Louis Stokes, Sam Priscott, Hugo Friis, Monty Caesar, Flynn Ferguson, Daniel Clark, Jack Hardy, Henry Ryan, Benny Baigent, Niello Sonnendecker, Reece Noble, Hadi Xiehe, Kobie Hunt, Benny Baigent, Niello Sonnendecker, Reece Noble, Hadi Xiehe, Ollie Jonkers, Ethan Campbell, Finn Lewis, Max Bowden, Curtis Allan, Lochlin Higginson"
106 (B),15:32,32,B U15 4X+,heat,2,"Zac Ogg, Gennaro Kalaniuvalu Fotofili, Levi Alexander, Sam Lock, Bailey Wong, Tim Zhang, Henry Wigram, Levi Campbell, Ivan Hui, Beatrix Day, Isaac Rudsits, Lachie Barbour, Lucas Daly, Stirling Maclean, James Miller-Ibos, Miles Smith, Rory Carson, Freddy Gordon, Matthew Gilbert, Alexander Galbraith, Alfie Ferguson, Moses Collis, Te-Moana-Nui-A-Kiwa Setoga, Tom Gaskell, Jai Sharma, Flynn Wansbrough, Flynn Sutton, Bowie Paterson, Cullen Li, Finn Ganley, Conner Huitema, Harris Chaney, Joshua Stapel, Jack Nilsson, Olive Mills, Finn Marshall, Caius Reid, Max Colley, Leo Smith, Kaito Tsuru"
107 (C),15:37,32,B U15 4X+,heat,3,"Kingston Nimo, Beck Webb, Sahishnu Kumar, Joseph Rodger, Lachlan Norris, Samuel Grover, Henry Brown, George Taucher, Tom Squires, Steven Lu, Hugo Joe, Luke Davidson, Charles Ye, Timothy Liang, Jennifer du Plooy, Hamish Browne, Dylan Gundersen, Theo Jones, Jeremy Szczebiot, Jamie Locke, Emlyn Bridges, Cooper Phillips, Magnus Ross, Philip Petrovski, Benji Peters, Luka Nieuwoudt, Charlie Sullivan, Louis Kelly, Jack Beach, Kieran Sorensen, Daniel Checketts, Jock Scott, Caleb Gerring, Fergus Gardner, Harry Lorentsson, Ronan Piso, Joshen Yao, Nathan Harrison, Quinn Tollen, Nico Schuitemaker, Sean Gooder, Jack Bezzant-Cleet, Felix McDonald-Shaw, Sean Moore, Henry Meehan"
